x,y,H,map,gp,t
130.775,41.85,,14nwa,26,NCL
131.125,41.475,,14nwa,26,NCL
131.5,41.2,,14nwa,26,NCL
131.925,40.95,,14nwa,26,NCL
132.85,40.625,,14nwa,26,NCL
134.825,40.125,,14nwa,26,NCL
135.775,39.8,,14nwa,26,NCL
140.375,37.725,,14nwa,26,NCL
142.625,36.625,,14nwa,26,NCL
144.4,35.675,,14nwa,26,NCL
146.1,34.65,,14nwa,26,NCL
146.9,34.1,,14nwa,26,NCL
147.3,33.775,,14nwa,26,NCL
147.975,33.05,,14nwa,26,NCL
148.6,32.2,,14nwa,26,NCL
149.075,31.3,,14nwa,26,NCL
149.475,30.4,,14nwa,26,NCL
149.575,29.925,,14nwa,26,NCL
149.65,29.45,,14nwa,26,NCL
149.625,26.6,,14nwa,26,NCL
498.675,40.25,10.0,14nwa,27,NCL
499.25,40.2,10.0,14nwa,27,NCL
499.7,40.25,10.0,14nwa,27,NCL
499.75,40.65,10.0,14nwa,27,NCL
499.475,41.15,10.0,14nwa,27,NCL
498.3,42.325,10.0,14nwa,27,NCL
497.05,43.475,10.0,14nwa,27,NCL
496.325,44.0,10.0,14nwa,27,NCL
496.025,44.15,10.0,14nwa,27,NCL
495.8,44.1,10.0,14nwa,27,NCL
495.75,43.625,10.0,14nwa,27,NCL
495.825,42.95,10.0,14nwa,27,NCL
496.0,42.325,10.0,14nwa,27,NCL
496.275,41.925,10.0,14nwa,27,NCL
496.625,41.575,10.0,14nwa,27,NCL
497.025,41.3,10.0,14nwa,27,NCL
498.675,40.25,10.0,14nwa,27,NCL
532.825,48.05,230.0,14nwa,28,NCL
533.875,47.825,230.0,14nwa,28,NCL
534.225,47.55,230.0,14nwa,28,NCL
534.4,47.075,230.0,14nwa,28,NCL
534.4,46.525,230.0,14nwa,28,NCL
534.275,46.05,230.0,14nwa,28,NCL
534.0,45.625,230.0,14nwa,28,NCL
533.65,45.225,230.0,14nwa,28,NCL
533.25,44.925,230.0,14nwa,28,NCL
532.775,44.775,230.0,14nwa,28,NCL
532.225,44.725,230.0,14nwa,28,NCL
531.7,44.775,230.0,14nwa,28,NCL
531.25,44.925,230.0,14nwa,28,NCL
530.9,45.25,230.0,14nwa,28,NCL
530.6,45.775,230.0,14nwa,28,NCL
530.45,46.325,230.0,14nwa,28,NCL
530.5,46.75,230.0,14nwa,28,NCL
530.775,47.05,230.0,14nwa,28,NCL
531.175,47.3,230.0,14nwa,28,NCL
532.825,48.05,230.0,14nwa,28,NCL
428.89,0.0,30.0,14nwa,29,NCL
428.94800000000004,2.29,30.0,14nwa,29,NCL
429.24699999999996,3.214,30.0,14nwa,29,NCL
431.184,5.702000000000001,30.0,14nwa,29,NCL
431.973,6.952000000000001,30.0,14nwa,29,NCL
432.16,7.84,30.0,14nwa,29,NCL
432.084,8.763,30.0,14nwa,29,NCL
431.474,10.664000000000001,30.0,14nwa,29,NCL
430.316,13.585,30.0,14nwa,29,NCL
430.102,15.054,30.0,14nwa,29,NCL
430.531,17.082,30.0,14nwa,29,NCL
430.61400000000003,18.067,30.0,14nwa,29,NCL
429.916,20.451,30.0,14nwa,29,NCL
428.99,22.886,30.0,14nwa,29,NCL
427.785,25.141,30.0,14nwa,29,NCL
426.55300000000005,26.651999999999997,30.0,14nwa,29,NCL
424.66900000000004,28.164,30.0,14nwa,29,NCL
422.532,29.474,30.0,14nwa,29,NCL
419.287,31.033,30.0,14nwa,29,NCL
414.595,32.867,30.0,14nwa,29,NCL
413.585,32.745,30.0,14nwa,29,NCL
412.108,32.15,30.0,14nwa,29,NCL
411.496,32.661,30.0,14nwa,29,NCL
411.151,33.735,30.0,14nwa,29,NCL
411.13,34.781,30.0,14nwa,29,NCL
411.45099999999996,35.693000000000005,30.0,14nwa,29,NCL
412.733,37.655,30.0,14nwa,29,NCL
416.311,38.396,30.0,14nwa,29,NCL
418.199,39.012,30.0,14nwa,29,NCL
418.983,39.518,30.0,14nwa,29,NCL
419.925,40.556999999999995,30.0,14nwa,29,NCL
421.125,42.735,30.0,14nwa,29,NCL
423.111,46.928999999999995,30.0,14nwa,29,NCL
424.05800000000005,48.208,30.0,14nwa,29,NCL
424.894,48.717,30.0,14nwa,29,NCL
427.81800000000004,48.945,30.0,14nwa,29,NCL
434.36800000000005,48.93,30.0,14nwa,29,NCL
439.38599999999997,48.708,30.0,14nwa,29,NCL
439.98800000000006,47.931000000000004,30.0,14nwa,29,NCL
440.305,45.409,30.0,14nwa,29,NCL
440.585,44.467,30.0,14nwa,29,NCL
441.32800000000003,43.16,30.0,14nwa,29,NCL
442.63199999999995,41.577,30.0,14nwa,29,NCL
444.228,40.439,30.0,14nwa,29,NCL
447.028,39.295,30.0,14nwa,29,NCL
449.474,38.672,30.0,14nwa,29,NCL
451.079,38.618,30.0,14nwa,29,NCL
453.74,38.65,30.0,14nwa,29,NCL
454.62,38.439,30.0,14nwa,29,NCL
455.29699999999997,37.958,30.0,14nwa,29,NCL
455.695,37.149,30.0,14nwa,29,NCL
456.13599999999997,34.44,30.0,14nwa,29,NCL
456.408,33.425,30.0,14nwa,29,NCL
456.916,32.644,30.0,14nwa,29,NCL
457.702,32.13,30.0,14nwa,29,NCL
460.18,31.283,30.0,14nwa,29,NCL
461.069,30.811,30.0,14nwa,29,NCL
462.977,29.136,30.0,14nwa,29,NCL
463.769,27.878,30.0,14nwa,29,NCL
464.81800000000004,25.084,30.0,14nwa,29,NCL
466.50300000000004,19.809,30.0,14nwa,29,NCL
467.413,18.029,30.0,14nwa,29,NCL
468.36699999999996,16.804000000000002,30.0,14nwa,29,NCL
469.85699999999997,15.532,30.0,14nwa,29,NCL
470.88199999999995,15.33,30.0,14nwa,29,NCL
471.881,15.554,30.0,14nwa,29,NCL
473.134,16.337,30.0,14nwa,29,NCL
474.65,17.718,30.0,14nwa,29,NCL
475.841,19.35,30.0,14nwa,29,NCL
476.158,20.296,30.0,14nwa,29,NCL
476.19300000000004,21.283,30.0,14nwa,29,NCL
475.962,23.811999999999998,30.0,14nwa,29,NCL
476.259,24.776999999999997,30.0,14nwa,29,NCL
477.024,25.496,30.0,14nwa,29,NCL
477.969,25.586,30.0,14nwa,29,NCL
482.031,25.178,30.0,14nwa,29,NCL
484.039,25.151999999999997,30.0,14nwa,29,NCL
485.45099999999996,25.480999999999998,30.0,14nwa,29,NCL
486.789,26.104,30.0,14nwa,29,NCL
490.23699999999997,28.29,30.0,14nwa,29,NCL
492.54400000000004,29.293000000000003,30.0,14nwa,29,NCL
494.11400000000003,29.471,30.0,14nwa,29,NCL
495.032,29.261,30.0,14nwa,29,NCL
495.731,28.605,30.0,14nwa,29,NCL
496.98400000000004,26.891,30.0,14nwa,29,NCL
497.846,26.526,30.0,14nwa,29,NCL
500.99300000000005,26.559,30.0,14nwa,29,NCL
502.535,26.531999999999996,30.0,14nwa,29,NCL
503.43300000000005,26.272,30.0,14nwa,29,NCL
504.18800000000005,25.748,30.0,14nwa,29,NCL
505.161,24.688000000000002,30.0,14nwa,29,NCL
507.36400000000003,21.145,30.0,14nwa,29,NCL
508.577,19.506,30.0,14nwa,29,NCL
510.086,18.311,30.0,14nwa,29,NCL
511.42,17.707,30.0,14nwa,29,NCL
515.8480000000001,16.465999999999998,30.0,14nwa,29,NCL
518.174,15.515999999999998,30.0,14nwa,29,NCL
519.884,14.424000000000001,30.0,14nwa,29,NCL
520.9540000000001,13.409,30.0,14nwa,29,NCL
521.751,12.125,30.0,14nwa,29,NCL
522.425,10.222000000000001,30.0,14nwa,29,NCL
523.375,5.188,30.0,14nwa,29,NCL
524.141,2.344,30.0,14nwa,29,NCL
524.849,1.1640000000000001,30.0,14nwa,29,NCL
527.543,0.0,30.0,14nwa,29,NCL
175.225,46.65,,14nwa,30,NCL
176.35,46.65,,14nwa,30,NCL
176.575,46.925,,14nwa,30,NCL
176.55,47.375,,14nwa,30,NCL
176.325,48.45,,14nwa,30,NCL
176.35,48.95,,14nwa,30,NCL
176.525,49.475,,14nwa,30,NCL
176.8,49.975,,14nwa,30,NCL
177.125,50.325,,14nwa,30,NCL
177.5,50.375,,14nwa,30,NCL
177.975,50.075,,14nwa,30,NCL
178.35,49.625,,14nwa,30,NCL
178.425,49.125,,14nwa,30,NCL
178.425,48.6,,14nwa,30,NCL
178.15,46.2,,14nwa,30,NCL
178.125,45.65,,14nwa,30,NCL
178.125,45.2,,14nwa,30,NCL
178.225,44.825,,14nwa,30,NCL
178.4,44.6,,14nwa,30,NCL
178.7,44.5,,14nwa,30,NCL
179.05,44.5,,14nwa,30,NCL
179.45,44.6,,14nwa,30,NCL
179.925,44.75,,14nwa,30,NCL
182.05,45.775,,14nwa,30,NCL
183.1,46.175,,14nwa,30,NCL
183.6,46.3,,14nwa,30,NCL
184.6,46.45,,14nwa,30,NCL
186.1,46.5,,14nwa,30,NCL
187.6,46.4,,14nwa,30,NCL
188.575,46.225,,14nwa,30,NCL
190.95,45.475,,14nwa,30,NCL
191.825,45.15,,14nwa,30,NCL
192.95,44.55,,14nwa,30,NCL
193.925,43.175,,14nwa,30,NCL
194.45,41.35,,14nwa,30,NCL
194.5,40.85,,14nwa,30,NCL
194.4,40.375,,14nwa,30,NCL
194.15,39.425,,14nwa,30,NCL
193.1,36.575,,14nwa,30,NCL
0.0,51.148,,14nwa,31,NCL
1.755,47.48,,14nwa,31,NCL
2.8539999999999996,46.55,,14nwa,31,NCL
4.71,45.676,,14nwa,31,NCL
8.637,44.172,,14nwa,31,NCL
9.828,43.38399999999999,,14nwa,31,NCL
10.699000000000002,42.331,,14nwa,31,NCL
11.489,40.611,,14nwa,31,NCL
12.091,38.146,,14nwa,31,NCL
12.862,32.421,,14nwa,31,NCL
12.559000000000001,30.677,,14nwa,31,NCL
13.63,30.438000000000002,,14nwa,31,NCL
16.42,30.671,,14nwa,31,NCL
23.11,31.861,,14nwa,31,NCL
27.156999999999996,32.319,,14nwa,31,NCL
29.165,32.314,,14nwa,31,NCL
33.638000000000005,31.736,,14nwa,31,NCL
38.073,30.851,,14nwa,31,NCL
40.439,30.121,,14nwa,31,NCL
42.147,29.039,,14nwa,31,NCL
44.181999999999995,27.473000000000003,,14nwa,31,NCL
45.052,27.055999999999997,,14nwa,31,NCL
46.468999999999994,26.825,,14nwa,31,NCL
51.015,27.285999999999998,,14nwa,31,NCL
52.522,27.316,,14nwa,31,NCL
54.47,26.967,,14nwa,31,NCL
59.254,25.39,,14nwa,31,NCL
61.68,24.834,,14nwa,31,NCL
63.688,24.748,,14nwa,31,NCL
68.258,24.955,,14nwa,31,NCL
70.18,24.753,,14nwa,31,NCL
71.09100000000001,24.374000000000002,,14nwa,31,NCL
71.922,23.726999999999997,,14nwa,31,NCL
72.874,22.498,,14nwa,31,NCL
73.607,20.689,,14nwa,31,NCL
74.759,16.28,,14nwa,31,NCL
75.524,14.344000000000001,,14nwa,31,NCL
76.084,13.494000000000002,,14nwa,31,NCL
77.782,12.607999999999999,,14nwa,31,NCL
81.572,11.41,,14nwa,31,NCL
87.432,9.783,,14nwa,31,NCL
91.095,8.213,,14nwa,31,NCL
93.676,6.66,,14nwa,31,NCL
96.947,4.335,,14nwa,31,NCL
101.586,0.0,,14nwa,31,NCL
288.75,47.35,,14nwa,32,NCL
284.975,49.825,,14nwa,32,NCL
283.675,50.575,,14nwa,32,NCL
282.8,51.05,,14nwa,32,NCL
282.35,51.225,,14nwa,32,NCL
281.825,51.35,,14nwa,32,NCL
281.3,51.4,,14nwa,32,NCL
280.8,51.375,,14nwa,32,NCL
280.35,51.275,,14nwa,32,NCL
279.85,51.025,,14nwa,32,NCL
279.4,50.675,,14nwa,32,NCL
279.1,50.3,,14nwa,32,NCL
279.075,49.9,,14nwa,32,NCL
279.425,49.45,,14nwa,32,NCL
279.875,49.0,,14nwa,32,NCL
280.075,48.6,,14nwa,32,NCL
279.875,48.3,,14nwa,32,NCL
279.5,48.05,,14nwa,32,NCL
277.5,47.225,,14nwa,32,NCL
277.05,46.95,,14nwa,32,NCL
276.7,46.6,,14nwa,32,NCL
276.425,46.225,,14nwa,32,NCL
276.2,45.775,,14nwa,32,NCL
275.425,43.85,,14nwa,32,NCL
561.721,0.0,,14nwa,33,NCL
554.112,5.066,,14nwa,33,NCL
548.595,8.468,,14nwa,33,NCL
546.391,9.558,,14nwa,33,NCL
544.899,9.809,,14nwa,33,NCL
542.847,9.755,,14nwa,33,NCL
541.382,9.493,,14nwa,33,NCL
538.496,8.594,,14nwa,33,NCL
537.476,8.544,,14nwa,33,NCL
536.466,8.816,,14nwa,33,NCL
535.781,9.508,,14nwa,33,NCL
532.501,13.878,,14nwa,33,NCL
527.572,20.879,,14nwa,33,NCL
525.304,23.526999999999997,,14nwa,33,NCL
524.078,24.43,,14nwa,33,NCL
522.297,25.349,,14nwa,33,NCL
518.875,26.159000000000002,,14nwa,33,NCL
516.5169999999999,27.034000000000002,,14nwa,33,NCL
515.25,27.898000000000003,,14nwa,33,NCL
514.6619999999999,28.673000000000002,,14nwa,33,NCL
514.113,30.239,,14nwa,33,NCL
513.2919999999999,33.574,,14nwa,33,NCL
512.862,34.317,,14nwa,33,NCL
512.246,34.681,,14nwa,33,NCL
511.48199999999997,34.725,,14nwa,33,NCL
509.745,34.294000000000004,,14nwa,33,NCL
505.286,32.154,,14nwa,33,NCL
502.81800000000004,31.247,,14nwa,33,NCL
501.85,31.203000000000003,,14nwa,33,NCL
500.858,31.563000000000002,,14nwa,33,NCL
499.991,32.177,,14nwa,33,NCL
498.723,33.69,,14nwa,33,NCL
495.978,37.975,,14nwa,33,NCL
494.75199999999995,39.503,,14nwa,33,NCL
493.971,40.104,,14nwa,33,NCL
492.958,40.436,,14nwa,33,NCL
491.918,40.457,,14nwa,33,NCL
490.04,39.931,,14nwa,33,NCL
484.92800000000005,37.792,,14nwa,33,NCL
481.603,36.603,,14nwa,33,NCL
480.084,36.294000000000004,,14nwa,33,NCL
479.101,36.349000000000004,,14nwa,33,NCL
475.81699999999995,37.44,,14nwa,33,NCL
470.23800000000006,39.786,,14nwa,33,NCL
466.26099999999997,41.903999999999996,,14nwa,33,NCL
464.62800000000004,43.026,,14nwa,33,NCL
460.13300000000004,47.042,,14nwa,33,NCL
456.94599999999997,49.46,,14nwa,33,NCL
452.702,52.121,,14nwa,33,NCL
451.165,53.386,,14nwa,33,NCL
450.45,54.086999999999996,,14nwa,33,NCL
573.785,50.552,,14nwa,34,NCL
573.8340000000001,49.766999999999996,,14nwa,34,NCL
574.357,49.24,,14nwa,34,NCL
577.069,48.646,,14nwa,34,NCL
578.025,48.198,,14nwa,34,NCL
580.523,45.791000000000004,,14nwa,34,NCL
586.587,39.049,,14nwa,34,NCL
588.45,37.422,,14nwa,34,NCL
589.828,36.655,,14nwa,34,NCL
591.317,36.168,,14nwa,34,NCL
592.725,36.058,,14nwa,34,NCL
593.557,36.488,,14nwa,34,NCL
595.2,37.843,,14nwa,34,NCL
596.138,38.135,,14nwa,34,NCL
599.151,38.477,,14nwa,34,NCL
600.0269999999999,38.897,,14nwa,34,NCL
601.1669999999999,39.929,,14nwa,34,NCL
602.125,40.098,,14nwa,34,NCL
605.219,40.001,,14nwa,34,NCL
606.082,40.325,,14nwa,34,NCL
606.884,40.941,,14nwa,34,NCL
607.59,41.751000000000005,,14nwa,34,NCL
608.117,42.663999999999994,,14nwa,34,NCL
608.4630000000001,44.07,,14nwa,34,NCL
608.2769999999999,49.614,,14nwa,34,NCL
608.373,51.633,,14nwa,34,NCL
608.687,52.61600000000001,,14nwa,34,NCL
609.295,53.375,,14nwa,34,NCL
610.187,53.986000000000004,,14nwa,34,NCL
611.133,54.181999999999995,,14nwa,34,NCL
613.07,53.672,,14nwa,34,NCL
614.42,52.893,,14nwa,34,NCL
618.406,49.062,,14nwa,34,NCL
621.295,45.575,,14nwa,34,NCL
622.346,43.93600000000001,,14nwa,34,NCL
622.611,42.976000000000006,,14nwa,34,NCL
622.715,41.417,,14nwa,34,NCL
622.661,39.904,,14nwa,34,NCL
622.2330000000001,38.968,,14nwa,34,NCL
620.7769999999999,37.626999999999995,,14nwa,34,NCL
615.028,32.711,,14nwa,34,NCL
613.756,31.144000000000002,,14nwa,34,NCL
613.168,29.82,,14nwa,34,NCL
612.602,26.859,,14nwa,34,NCL
612.627,23.316999999999997,,14nwa,34,NCL
613.352,19.108,,14nwa,34,NCL
614.235,16.435,,14nwa,34,NCL
614.845,16.324,,14nwa,34,NCL
615.725,17.265,,14nwa,34,NCL
616.32,19.223,,14nwa,34,NCL
616.905,19.955,,14nwa,34,NCL
618.185,20.749000000000002,,14nwa,34,NCL
619.626,21.304000000000002,,14nwa,34,NCL
625.445,22.949,,14nwa,34,NCL
628.872,23.691,,14nwa,34,NCL
631.3009999999999,24.006,,14nwa,34,NCL
632.288,23.754,,14nwa,34,NCL
633.602,22.932,,14nwa,34,NCL
636.13,19.766,,14nwa,34,NCL
637.6569999999999,18.546,,14nwa,34,NCL
640.2959999999999,17.164,,14nwa,34,NCL
646.347,14.635,,14nwa,34,NCL
650.615,13.225999999999999,,14nwa,34,NCL
651.661,13.295,,14nwa,34,NCL
652.586,13.675,,14nwa,34,NCL
654.145,14.908,,14nwa,34,NCL
657.1469999999999,17.617,,14nwa,34,NCL
658.0189999999999,18.021,,14nwa,34,NCL
659.076,17.910999999999998,,14nwa,34,NCL
659.97,17.492,,14nwa,34,NCL
661.163,16.532,,14nwa,34,NCL
662.123,15.369000000000002,,14nwa,34,NCL
662.6160000000001,14.467,,14nwa,34,NCL
662.841,13.499,,14nwa,34,NCL
663.057,9.531,,14nwa,34,NCL
663.137,0.0,,14nwa,34,NCL
118.13600000000001,0.0,,14nwa,35,NCL
118.59700000000001,2.332,,14nwa,35,NCL
116.947,7.6129999999999995,,14nwa,35,NCL
115.385,11.375,,14nwa,35,NCL
114.417,13.107999999999999,,14nwa,35,NCL
113.28200000000001,14.683,,14nwa,35,NCL
111.939,16.111,,14nwa,35,NCL
110.005,17.725,,14nwa,35,NCL
107.439,19.428,,14nwa,35,NCL
104.76299999999999,20.896,,14nwa,35,NCL
102.505,21.875,,14nwa,35,NCL
100.069,22.427,,14nwa,35,NCL
96.074,23.121,,14nwa,35,NCL
94.186,23.761,,14nwa,35,NCL
91.075,25.406,,14nwa,35,NCL
90.072,25.463,,14nwa,35,NCL
88.54899999999999,25.173000000000002,,14nwa,35,NCL
87.70200000000001,26.249000000000002,,14nwa,35,NCL
85.706,29.71,,14nwa,35,NCL
83.584,34.376999999999995,,14nwa,35,NCL
83.461,36.426,,14nwa,35,NCL
83.07600000000001,37.28,,14nwa,35,NCL
82.359,37.989000000000004,,14nwa,35,NCL
80.63,39.09,,14nwa,35,NCL
79.19,39.61,,14nwa,35,NCL
78.214,39.567,,14nwa,35,NCL
73.782,38.359,,14nwa,35,NCL
71.82,38.006,,14nwa,35,NCL
68.92399999999999,38.357,,14nwa,35,NCL
64.626,39.64,,14nwa,35,NCL
58.431000000000004,41.887,,14nwa,35,NCL
55.066,42.803000000000004,,14nwa,35,NCL
54.053999999999995,42.81,,14nwa,35,NCL
50.965,42.248999999999995,,14nwa,35,NCL
50.078,42.406000000000006,,14nwa,35,NCL
49.333,42.918,,14nwa,35,NCL
48.402,44.111999999999995,,14nwa,35,NCL
46.872,46.248999999999995,,14nwa,35,NCL
46.041000000000004,46.835,,14nwa,35,NCL
45.049,47.068000000000005,,14nwa,35,NCL
42.111999999999995,46.538999999999994,,14nwa,35,NCL
37.189,45.419,,14nwa,35,NCL
35.228,45.34,,14nwa,35,NCL
33.278,45.726000000000006,,14nwa,35,NCL
29.381,46.833999999999996,,14nwa,35,NCL
28.388,46.906000000000006,,14nwa,35,NCL
26.228,46.306000000000004,,14nwa,35,NCL
25.35,46.227,,14nwa,35,NCL
24.871,46.748999999999995,,14nwa,35,NCL
24.789,48.411,,14nwa,35,NCL
24.563000000000002,49.449,,14nwa,35,NCL
23.496,51.181000000000004,,14nwa,35,NCL
22.778000000000002,51.873000000000005,,14nwa,35,NCL
21.041999999999998,52.828,,14nwa,35,NCL
17.839000000000002,54.318000000000005,,14nwa,35,NCL
16.305,55.595,,14nwa,35,NCL
13.889000000000001,58.233000000000004,,14nwa,35,NCL
12.659,60.278,,14nwa,35,NCL
12.782,60.806000000000004,,14nwa,35,NCL
418.23199999999997,0.0,,14nwa,36,NCL
420.61300000000006,6.606,,14nwa,36,NCL
421.291,9.506,,14nwa,36,NCL
421.60699999999997,12.501,,14nwa,36,NCL
421.62300000000005,16.017,,14nwa,36,NCL
421.36699999999996,19.158,,14nwa,36,NCL
420.88300000000004,21.151,,14nwa,36,NCL
420.202,22.236,,14nwa,36,NCL
419.231,22.471999999999998,,14nwa,36,NCL
418.07099999999997,22.331999999999997,,14nwa,36,NCL
417.131,21.953000000000003,,14nwa,36,NCL
415.517,20.816,,14nwa,36,NCL
412.736,18.592,,14nwa,36,NCL
409.485,16.905,,14nwa,36,NCL
407.031,15.932,,14nwa,36,NCL
405.62199999999996,15.682,,14nwa,36,NCL
404.74199999999996,15.725999999999999,,14nwa,36,NCL
403.913,16.0,,14nwa,36,NCL
402.36699999999996,17.172,,14nwa,36,NCL
399.225,20.795,,14nwa,36,NCL
398.654,21.646,,14nwa,36,NCL
398.32800000000003,22.589000000000002,,14nwa,36,NCL
397.42900000000003,27.663,,14nwa,36,NCL
397.35,29.656,,14nwa,36,NCL
397.526,31.064,,14nwa,36,NCL
397.866,31.921,,14nwa,36,NCL
398.827,33.058,,14nwa,36,NCL
400.778,34.857,,14nwa,36,NCL
401.381,35.647,,14nwa,36,NCL
401.764,36.564,,14nwa,36,NCL
401.92900000000003,37.599000000000004,,14nwa,36,NCL
401.855,38.622,,14nwa,36,NCL
401.181,40.457,,14nwa,36,NCL
399.26199999999994,44.016999999999996,,14nwa,36,NCL
398.45,45.845,,14nwa,36,NCL
398.25199999999995,47.894,,14nwa,36,NCL
398.01,48.831,,14nwa,36,NCL
397.42900000000003,49.592,,14nwa,36,NCL
395.43699999999995,51.20399999999999,,14nwa,36,NCL
394.767,51.937,,14nwa,36,NCL
393.306,54.64,,14nwa,36,NCL
392.832,56.075,,14nwa,36,NCL
392.70599999999996,57.498999999999995,,14nwa,36,NCL
393.069,58.51,,14nwa,36,NCL
393.70300000000003,59.349,,14nwa,36,NCL
394.491,59.855,,14nwa,36,NCL
398.089,60.831,,14nwa,36,NCL
404.811,57.867,,14nwa,36,NCL
407.779,56.082,,14nwa,36,NCL
409.223,54.74,,14nwa,36,NCL
411.70599999999996,51.54,,14nwa,36,NCL
412.702,50.427,,14nwa,36,NCL
413.62699999999995,49.968999999999994,,14nwa,36,NCL
414.605,50.096000000000004,,14nwa,36,NCL
415.32300000000004,50.781000000000006,,14nwa,36,NCL
416.176,52.643,,14nwa,36,NCL
416.704,53.477,,14nwa,36,NCL
417.835,54.423,,14nwa,36,NCL
420.08,55.626999999999995,,14nwa,36,NCL
421.49,56.103,,14nwa,36,NCL
422.98900000000003,56.343,,14nwa,36,NCL
425.0,56.292,,14nwa,36,NCL
427.945,55.773999999999994,,14nwa,36,NCL
434.32599999999996,54.465,,14nwa,36,NCL
438.889,54.498000000000005,,14nwa,36,NCL
441.345,54.371,,14nwa,36,NCL
442.26099999999997,54.085,,14nwa,36,NCL
443.469,53.126000000000005,,14nwa,36,NCL
444.425,51.93,,14nwa,36,NCL
446.29400000000004,48.242,,14nwa,36,NCL
447.30699999999996,46.518,,14nwa,36,NCL
448.67699999999996,45.224,,14nwa,36,NCL
449.972,44.583999999999996,,14nwa,36,NCL
453.954,43.533,,14nwa,36,NCL
456.37199999999996,42.757,,14nwa,36,NCL
457.231,42.299,,14nwa,36,NCL
457.98,41.688,,14nwa,36,NCL
460.08,38.805,,14nwa,36,NCL
461.05,37.655,,14nwa,36,NCL
461.845,37.084,,14nwa,36,NCL
464.226,36.159,,14nwa,36,NCL
465.04900000000004,35.624,,14nwa,36,NCL
465.741,34.888000000000005,,14nwa,36,NCL
468.16900000000004,31.278000000000002,,14nwa,36,NCL
469.413,29.756999999999998,,14nwa,36,NCL
470.101,29.239,,14nwa,36,NCL
470.856,28.971999999999998,,14nwa,36,NCL
471.69199999999995,29.114,,14nwa,36,NCL
474.024,30.485,,14nwa,36,NCL
475.49199999999996,31.27,,14nwa,36,NCL
476.952,31.51,,14nwa,36,NCL
478.95300000000003,31.365,,14nwa,36,NCL
482.49300000000005,30.881999999999998,,14nwa,36,NCL
484.44800000000004,31.011999999999997,,14nwa,36,NCL
486.32599999999996,31.623,,14nwa,36,NCL
489.98400000000004,33.43,,14nwa,36,NCL
492.29699999999997,34.312,,14nwa,36,NCL
493.296,34.441,,14nwa,36,NCL
494.352,34.336,,14nwa,36,NCL
495.32599999999996,34.008,,14nwa,36,NCL
496.10400000000004,33.458,,14nwa,36,NCL
496.735,32.676,,14nwa,36,NCL
498.159,30.47,,14nwa,36,NCL
498.849,29.816999999999997,,14nwa,36,NCL
499.702,29.447,,14nwa,36,NCL
501.213,29.296,,14nwa,36,NCL
503.809,29.514,,14nwa,36,NCL
506.336,30.346999999999998,,14nwa,36,NCL
507.103,30.02,,14nwa,36,NCL
507.73800000000006,29.37,,14nwa,36,NCL
509.356,26.705,,14nwa,36,NCL
510.55800000000005,24.998,,14nwa,36,NCL
512.118,23.824,,14nwa,36,NCL
514.794,22.498,,14nwa,36,NCL
519.446,20.493000000000002,,14nwa,36,NCL
521.57,19.191,,14nwa,36,NCL
524.285,16.96,,14nwa,36,NCL
526.432,14.847000000000001,,14nwa,36,NCL
527.2130000000001,13.573,,14nwa,36,NCL
529.327,7.947,,14nwa,36,NCL
530.1659999999999,6.121,,14nwa,36,NCL
531.005,4.811,,14nwa,36,NCL
531.7280000000001,4.1610000000000005,,14nwa,36,NCL
533.06,3.5010000000000003,,14nwa,36,NCL
535.056,2.9330000000000003,,14nwa,36,NCL
536.5459999999999,2.872,,14nwa,36,NCL
537.996,3.22,,14nwa,36,NCL
540.904,4.513999999999999,,14nwa,36,NCL
542.805,5.1080000000000005,,14nwa,36,NCL
543.732,5.126,,14nwa,36,NCL
545.5409999999999,4.6419999999999995,,14nwa,36,NCL
547.315,3.806,,14nwa,36,NCL
552.122,0.764,,14nwa,36,NCL
553.439,0.0,,14nwa,36,NCL
61.1,29.893,160.0,14nwa,37,NCL
56.886,31.636,160.0,14nwa,37,NCL
54.052,32.580999999999996,160.0,14nwa,37,NCL
52.593999999999994,32.777,160.0,14nwa,37,NCL
48.543,32.135,160.0,14nwa,37,NCL
47.081,32.14,160.0,14nwa,37,NCL
46.158,32.397,160.0,14nwa,37,NCL
44.419,33.358000000000004,160.0,14nwa,37,NCL
41.419,35.333,160.0,14nwa,37,NCL
40.501999999999995,35.702,160.0,14nwa,37,NCL
37.601,36.391,160.0,14nwa,37,NCL
34.105,36.917,160.0,14nwa,37,NCL
30.584,37.124,160.0,14nwa,37,NCL
28.08,37.018,160.0,14nwa,37,NCL
25.94,36.510999999999996,160.0,14nwa,37,NCL
20.625999999999998,34.832,160.0,14nwa,37,NCL
19.255,34.65,160.0,14nwa,37,NCL
18.077,34.806,160.0,14nwa,37,NCL
17.428,35.150999999999996,160.0,14nwa,37,NCL
16.695,36.048,160.0,14nwa,37,NCL
16.076,37.8,160.0,14nwa,37,NCL
15.345999999999998,42.842,160.0,14nwa,37,NCL
14.777000000000001,45.478,160.0,14nwa,37,NCL
14.306,46.398,160.0,14nwa,37,NCL
13.609000000000002,47.086999999999996,160.0,14nwa,37,NCL
10.571,47.406000000000006,160.0,14nwa,37,NCL
8.237,48.328,160.0,14nwa,37,NCL
6.446000000000001,49.299,160.0,14nwa,37,NCL
4.979,50.581,160.0,14nwa,37,NCL
3.862,52.229,160.0,14nwa,37,NCL
